Token_ID	Text_Pointer	Token	Tag	Annotation_ID	Multi_Token_Annotation
0	0	-	O	none	0
1	2	I	O	none	0
2	4	-	O	none	0
3	5	\n	O	none	0
4	6	El	O	none	0
5	9	Abra	B-Lugar-Contenedor	F0B247F4-AF28-480D-AB26-D418010363C6	1
6	14	de	O	none	0
7	17	Tumbaya	B-Lugar-Contenedor	89385493-CD2A-479C-A728-2C7054053CAF	1
8	24	\n	O	none	0
9	25	Mediaba	O	none	0
10	33	el	O	none	0
11	36	año	O	none	0
12	40	de	O	none	0
13	43	1814	O	none	0
14	47	.	O	none	0
15	49	La	O	none	0
16	52	libertad	O	none	0
17	61	sudamericana	O	none	0
18	74	había	O	none	0
19	80	cumplido	O	none	0
20	89	su	O	none	0
21	92	primer	O	none	0
22	99	lustro	O	none	0
23	105	\n                    	O	none	0
24	126	de	O	none	0
25	129	existencia	O	none	0
26	140	entre	O	none	0
27	146	combates	O	none	0
28	155	y	O	none	0
29	157	victorias	O	none	0
30	166	;	O	none	0
31	168	era	O	none	0
32	172	ya	O	none	0
33	175	un	O	none	0
34	178	hecho	O	none	0
35	183	:	O	none	0
36	185	tenía	O	none	0
37	191	ejércitos	O	none	0
38	200	\n                    	O	none	0
39	221	guiados	O	none	0
40	229	por	O	none	0
41	233	heroicos	O	none	0
42	242	paladines	O	none	0
43	251	,	O	none	0
44	253	y	O	none	0
45	255	desde	B-Dirección	F709E84E-892D-4CEB-8DDD-1D9950F3DD4E	1
46	261	las	O	none	0
47	265	orillas	B-Lugar-Contenedor	FA7596FC-0C10-48BB-8F51-279B3C97F4AD	1
48	273	del	B-Posicionamiento	FBEEE15A-74CF-429D-A407-3FBE93962AB1	1
49	277	Desaguadero	B-Lugar-Contenedor	4C61899F-68AA-48A3-AF97-97B1135A25E6	1
50	288	,	O	none	0
51	290	hasta	B-Dirección	B6B9BC23-ACF7-4554-9307-0598CAAA7F91	1
52	296	la	O	none	0
53	298	\n                    	O	none	0
54	319	ciudadela	B-Lugar-Contenedor	CD8D0711-6FAA-4D2A-AB34-418BA64B4EF2	1
55	329	de	B-Posicionamiento	1EA6091E-520C-4B3E-9CC9-9B0AFB1CA2A6	1
56	332	Tucumán	B-Lugar-Contenedor	75ADC2D7-A24A-4128-9615-8B8493D1003F	1
57	339	,	O	none	0
58	341	nuestro	O	none	0
59	349	suelo	B-Lugar-Contenedor	19541D43-1463-4864-81AB-966F39AEF33F	1
60	355	era	O	none	0
61	359	un	O	none	0
62	362	vasto	B-Dimensionamiento-Tamaño	5884C1B9-63CE-46D2-A581-720165FA6CB8	1
63	368	palenque	B-Lugar-Contenedor	E1574C9B-15B0-46C8-9DCB-364C9A4C7C60	1
64	376	,	O	none	0
65	378	humeante	O	none	0
66	386	,	O	none	0
67	388	tumultuoso	O	none	0
68	398	,	O	none	0
69	399	\n                    	O	none	0
70	420	ensangrentado	O	none	0
71	433	,	O	none	0
72	435	que	O	none	0
73	439	el	O	none	0
74	442	valor	O	none	0
75	448	incansable	O	none	0
76	459	de	O	none	0
77	462	nuestros	O	none	0
78	471	padres	O	none	0
79	477	,	O	none	0
80	479	disputaba	O	none	0
81	489	palmo	O	none	0
82	495	a	O	none	0
83	496	\n                    	O	none	0
84	517	palmo	O	none	0
85	522	,	O	none	0
86	524	al	O	none	0
87	527	valor	O	none	0
88	533	no	O	none	0
89	536	menos	O	none	0
90	542	incansable	O	none	0
91	553	de	O	none	0
92	556	sus	O	none	0
93	560	opresores	O	none	0
94	569	.	O	none	0
95	570	\n	O	none	0
96	571	En	O	none	0
97	574	aquel	O	none	0
98	580	divorcio	O	none	0
99	589	de	O	none	0
100	592	un	O	none	0
101	595	mundo	B-Lugar-ALT	860FCEA3-A5AE-455F-ADD6-0BA78DC673D1	1
102	601	nuevo	O	none	0
103	606	,	O	none	0
104	608	que	O	none	0
105	612	quería	O	none	0
106	619	vivir	O	none	0
107	625	de	O	none	0
108	628	su	O	none	0
