Token_ID	Text_Pointer	Token	Tag	Annotation_ID	Multi_Token_Annotation
0	0	Capítulo	O	none	0
1	9	I	O	none	0
2	10	\n	O	none	0
3	11	En	O	none	0
4	14	una	O	none	0
5	18	tarde	O	none	0
6	24	de	O	none	0
7	27	mayo	O	none	0
8	32	de	O	none	0
9	35	uno	O	none	0
10	39	de	O	none	0
11	42	los	O	none	0
12	46	primeros	O	none	0
13	55	años	O	none	0
14	60	del	O	none	0
15	64	siglo	O	none	0
16	70	XIV	O	none	0
17	73	,	O	none	0
18	75	volvían	B-Movimiento-Sujeto	AA108CCA-F005-41D8-87C4-7346EB413C05	1
19	83	de	O	none	0
20	86	la	O	none	0
21	89	feria	O	none	0
22	95	de	O	none	0
23	98	San	O	none	0
24	102	Marcos	O	none	0
25	109	de	B-Dirección	BCADCEF6-4B63-4B25-88FC-7664313B1EAB	1
26	112	Cacabelos	B-Lugar-Contenedor-CM	A55230C5-8BEA-4071-805B-6F1173018F61	1
27	122	tres	B-Dimensionamiento-Cantitad	29269242-FE3E-4D2B-AABF-BD2F44A954F4	1
28	126	,	O	none	0
29	128	al	O	none	0
30	131	parecer	O	none	0
31	138	,	O	none	0
32	140	criados	O	none	0
33	148	de	O	none	0
34	151	alguno	O	none	0
35	158	de	O	none	0
36	161	los	O	none	0
37	165	grandes	B-Dimensionamiento-ALT	A7C14517-8C7F-46ED-91F4-80418786582C	1
38	173	señores	O	none	0
39	181	que	O	none	0
40	185	entonces	O	none	0
41	194	se	O	none	0
42	197	repartían	B-Movimiento-ALT	4B87DC72-D255-4A8B-A0B4-0F22339DCCF1	1
43	207	el	O	none	0
44	210	dominio	B-Lugar-Contenedor	FB211BE2-359A-403F-9103-95C5C4D6C77B	1
45	218	del	O	none	0
46	222	Bierzo	B-Lugar-Contenedor	0F1C1609-406D-442F-A1D9-DF411A0DCBF2	1
47	228	.	O	none	0
48	230	El	O	none	0
49	233	uno	O	none	0
50	237	de	O	none	0
51	240	ellos	O	none	0
52	245	,	O	none	0
53	247	como	O	none	0
54	252	de	O	none	0
55	255	cincuenta	O	none	0
56	265	y	O	none	0
57	267	seis	O	none	0
58	272	años	O	none	0
59	277	de	O	none	0
60	280	edad	O	none	0
61	284	,	O	none	0
62	286	montaba	B-Movimiento-Sujeto	57B979AC-4F28-4B22-8F84-9BD06C068C85	1
63	294	una	O	none	0
64	298	jaca	B-Lugar-Contenedor	3638FB18-FD05-4ED9-8CC9-551A0D3BA63D	2
65	303	gallega	I-Lugar-Contenedor	3638FB18-FD05-4ED9-8CC9-551A0D3BA63D	2
66	311	de	O	none	0
67	314	estampa	O	none	0
68	322	poco	O	none	0
69	327	aventajada	O	none	0
70	337	,	O	none	0
71	339	pero	O	none	0
72	344	que	O	none	0
73	348	a	B-Dimensionamiento-Distancia	185F0FC6-5E61-46A4-BC52-BAC32CF0D15B	4
